symbol,series,stock_date,previous_close,open_price,high_price,low_price,last_traded_price,close_price,avg_price,total_trade_qty,turnover_in_lacs,no_of_trades,delivered_qty,delivered_percentage,52_week_high,52_week_high_date,52_week_low,52_week_low_date
FINCABLES,EQ,2024-10-04,1380.85,1384.0,1386.95,1336.95,1364.0,1365.15,1364.35,181220,2472.48,22040, 73990,40.83,1700.0,2024-06-25,831.25,2024-03-14
FINEORG,EQ,2024-10-04,5154.0,5106.9,5181.5,5027.85,5140.0,5141.7,5120.69,21445,1098.13,7858, 8828,41.17,5958.85,2024-07-30,4021.0,2024-03-28
FINIETF,EQ,2024-10-04,27.73,28.5,28.5,27.05,27.59,27.47,27.44,568537,156.01,2081, 326832,57.49,30.0,2024-09-06,19.7,2023-10-30
FINOPB,EQ,2024-10-04,400.9,400.7,414.35,393.0,405.5,404.8,403.83,173804,701.87,5084, 64216,36.95,467.0,2024-09-06,249.4,2023-12-21
FINPIPE,EQ,2024-10-04,271.1,270.8,273.5,265.95,273.5,271.65,270.68,748626,2026.41,25436, 373290,49.86,355.9,2024-06-07,185.8,2023-10-26
FIRSTCRY,EQ,2024-10-04,654.9,647.3,661.45,646.4,649.0,653.0,653.03,633310,4135.72,15220, 434514,68.61,707.7,2024-08-13,587.6,2024-09-09
FIVESTAR,EQ,2024-10-04,818.05,815.05,824.4,795.5,801.0,799.1,807.05,1364398,11011.36,40615, 721288,52.86,862.75,2024-06-07,600.05,2024-03-14
FLAIR,EQ,2024-10-04,303.15,302.1,304.1,293.95,295.1,295.55,298.05,96502,287.62,2641, 63993,66.31,514.4,2023-12-01,246.1,2024-03-14
FLUOROCHEM,EQ,2024-10-04,4272.7,4261.0,4300.0,4000.0,4055.0,4065.3,4075.48,297413,12121.01,44681, 112218,37.73,4510.5,2024-09-17,2476.0,2024-06-04
FMCGIETF,EQ,2024-10-04,67.87,68.68,68.68,66.43,67.0,66.93,67.1,966670,648.63,11166, 624782,64.63,71.2,2024-09-23,51.96,2023-10-26
FMGOETZE,EQ,2024-10-04,420.4,422.6,426.65,404.5,405.75,405.85,411.61,155578,640.38,3352, 86776,55.78,489.0,2024-08-23,313.05,2024-03-27
FOODSIN,EQ,2024-10-04,131.54,132.0,137.0,131.31,133.1,133.75,134.07,110004,147.48,2039, 51870,47.15,222.2,2023-10-10,126.3,2024-03-13
FORCEMOT,EQ,2024-10-04,7336.65,7399.1,7480.0,7150.0,7200.0,7193.3,7327.99,27940,2047.44,8407, 11705,41.89,10277.85,2024-04-29,3352.35,2023-10-25
FORTIS,EQ,2024-10-04,597.4,593.2,596.0,574.0,581.0,581.4,586.99,3641519,21375.32,88005, 2631080,72.25,628.5,2024-10-01,313.8,2023-10-26
FOSECOIND,EQ,2024-10-04,4627.85,4586.75,4649.0,4551.0,4552.1,4573.15,4597.79,712,32.74,287, 442,62.08,5426.0,2024-08-05,2852.05,2024-03-15
FSL,EQ,2024-10-04,307.35,308.25,311.6,302.35,305.0,303.95,306.87,3512359,10778.49,51875, 1509594,42.98,345.0,2024-09-25,148.3,2023-10-26
FUSION,EQ,2024-10-04,241.32,241.99,244.85,235.6,235.86,236.61,239.32,312906,748.84,10004, 178987,57.2,674.85,2024-01-31,241.0,2024-10-03
GABRIEL,EQ,2024-10-04,504.6,504.85,504.85,480.0,490.0,485.65,489.3,496114,2427.51,37768, 256141,51.63,559.55,2024-09-06,271.55,2024-03-13
GAEL,EQ,2024-10-04,128.0,127.95,129.11,124.5,126.45,126.82,126.83,1442291,1829.19,22083, 498294,34.55,210.6,2024-02-02,123.3,2024-09-23
GAIL,EQ,2024-10-04,240.3,241.45,241.99,229.24,230.4,230.19,233.91,20561689,48096.43,136783, 8507223,41.37,246.3,2024-07-31,116.15,2023-10-31
GALAPREC,EQ,2024-10-04,772.5,769.7,784.25,745.0,764.1,773.8,772.44,79329,612.77,3231, 44531,56.13,870.0,2024-09-27,682.0,2024-09-18
GALAXYSURF,EQ,2024-10-04,2955.4,2952.0,2977.1,2887.2,2922.4,2905.25,2926.0,15391,450.34,4311, 8482,55.11,3370.0,2024-09-17,2247.0,2024-03-20
GANDHAR,EQ,2024-10-04,207.13,207.0,217.0,204.35,216.5,214.47,211.41,719186,1520.4,12384, 482359,67.07,344.05,2023-11-30,182.45,2024-06-04
GANDHITUBE,EQ,2024-10-04,846.6,855.05,855.05,811.0,811.05,815.5,831.02,5730,47.62,551, 3090,53.93,935.0,2024-02-12,658.4,2024-03-13
GANECOS,EQ,2024-10-04,1961.25,1961.0,1998.0,1887.25,1950.0,1932.35,1963.8,136901,2688.46,21056, 49716,36.32,2049.5,2024-08-23,811.15,2023-11-03
GANESHBE,EQ,2024-10-04,143.99,144.71,148.03,142.0,145.46,146.63,146.4,144207,211.12,1902, 85412,59.23,217.05,2024-02-07,126.95,2024-06-05
GANESHHOUC,EQ,2024-10-04,804.3,806.9,836.0,798.3,814.95,811.7,817.67,186675,1526.39,6157, 99099,53.09,1110.0,2024-07-08,361.8,2023-11-01
GANGAFORGE,EQ,2024-10-04,7.7,7.74,7.98,7.31,7.77,7.68,7.59,530116,40.21,1250, 317278,59.85,17.5,2024-02-05,5.9,2023-12-21
GANGESSECU,EQ,2024-10-04,171.14,168.4,175.98,166.0,168.5,167.87,171.7,19100,32.79,852, 9979,52.25,202.0,2024-08-26,108.35,2023-10-26
GARFIBRES,EQ,2024-10-04,4067.3,4026.65,4087.65,3917.95,3930.0,3949.0,3979.88,11902,473.69,3257, 5326,44.75,4334.95,2024-09-20,3026.55,2023-10-23
GATEWAY,EQ,2024-10-04,89.92,90.48,90.98,88.16,89.27,88.98,89.4,626387,560.0,10358, 309837,49.46,121.55,2024-02-07,85.25,2023-10-25
GEECEE,EQ,2024-10-04,405.45,406.1,413.7,392.05,413.0,410.65,407.36,27486,111.97,1688, 15909,57.88,477.5,2024-09-24,179.35,2023-10-26
GENESYS,EQ,2024-10-04,762.9,764.0,781.0,752.05,764.2,761.4,767.67,266362,2044.79,7406, 127003,47.68,855.85,2024-09-04,298.55,2023-11-08
GENSOL,EQ,2024-10-04,821.45,824.45,847.0,823.7,836.0,834.55,837.3,205326,1719.2,10443, 85653,41.72,1376.0,2024-02-20,645.33,2023-10-05
GENUSPAPER,EQ,2024-10-04,25.9,25.95,26.2,25.02,25.24,25.14,25.58,1081787,276.69,3491, 468778,43.33,30.3,2024-09-19,16.1,2024-03-14
GENUSPOWER,EQ,2024-10-04,384.45,385.0,392.45,375.5,384.75,381.5,384.4,542497,2085.35,13374, 297590,54.86,476.55,2024-08-30,204.5,2024-03-14
GEOJITFSL,EQ,2024-10-04,164.07,164.89,169.0,157.18,164.5,165.18,163.96,1559700,2557.31,15205, 726286,46.57,177.0,2024-09-17,51.2,2023-10-26
GESHIP,EQ,2024-10-04,1233.0,1235.0,1254.5,1220.0,1228.65,1233.45,1236.81,894861,11067.77,44184, 460066,51.41,1543.7,2024-07-11,727.5,2023-11-09
GFLLIMITED,EQ,2024-10-04,90.15,90.32,92.85,86.62,88.0,87.73,88.83,197223,175.19,2737, 97997,49.69,118.45,2023-10-16,66.0,2024-06-04
GHCL,EQ,2024-10-04,668.35,665.0,670.75,644.25,662.0,663.05,662.22,170203,1127.11,15419, 81606,47.95,726.8,2024-08-27,434.95,2024-03-21
GHCLTEXTIL,EQ,2024-10-04,99.44,99.75,100.95,98.0,98.5,98.29,99.11,189833,188.15,1917, 98057,51.65,123.0,2024-08-06,68.15,2024-06-04
GICHSGFIN,EQ,2024-10-04,230.53,232.1,233.58,224.31,229.48,229.34,229.52,240245,551.42,7914, 80219,33.39,292.4,2024-02-02,181.0,2023-11-10
GICRE,EQ,2024-10-04,383.5,383.0,387.0,375.1,385.1,384.55,382.78,493514,1889.09,23928, 212425,43.04,467.8,2024-02-08,212.15,2023-10-05
GILLANDERS,EQ,2024-10-04,92.52,96.31,97.14,93.5,96.0,96.13,96.17,95839,92.16,1062, 67916,70.86,159.8,2024-01-23,70.0,2024-03-28
GILLETTE,EQ,2024-10-04,8445.8,8490.0,8572.45,8315.0,8530.0,8527.95,8486.78,28147,2388.77,6080, 13044,46.34,9560.0,2024-09-19,5956.05,2023-12-21
GILT5YBEES,EQ,2024-10-04,57.99,58.01,58.24,57.83,57.99,57.83,57.92,1100180,637.27,650, 839148,76.27,61.0,2024-09-24,51.5,2023-10-27
GINNIFILA,EQ,2024-10-04,30.27,29.77,30.69,29.77,30.2,30.39,30.37,88867,26.99,514, 51835,58.33,45.2,2024-02-08,24.4,2023-10-26
GIPCL,EQ,2024-10-04,231.24,231.3,236.38,223.05,231.05,232.43,230.36,473857,1091.57,12799, 268515,56.67,269.9,2024-06-19,136.75,2023-10-04
GKWLIMITED,EQ,2024-10-04,3046.5,3086.9,3144.0,2969.5,3100.0,3090.6,3069.59,1597,49.02,315, 684,42.83,4085.25,2024-08-21,989.0,2023-10-11
GLAND,EQ,2024-10-04,1782.25,1776.0,1793.0,1740.0,1744.0,1749.05,1764.51,149623,2640.12,16957, 87593,58.54,2220.95,2024-08-06,1475.05,2023-10-26
GLAXO,EQ,2024-10-04,2736.2,2736.2,2769.0,2704.45,2743.0,2751.35,2747.42,39039,1072.56,8839, 18968,48.59,3088.0,2024-08-21,1385.05,2023-11-02
GLENMARK,EQ,2024-10-04,1644.35,1634.25,1699.9,1629.95,1662.0,1662.7,1673.6,1243615,20813.12,61732, 506946,40.76,1769.6,2024-09-16,722.1,2023-11-13
GLOBAL,EQ,2024-10-04,183.13,183.46,185.0,179.92,180.05,180.5,182.28,26041,47.47,1313, 15785,60.62,382.7,2024-01-23,164.35,2024-07-26
GLOBUSSPR,EQ,2024-10-04,1191.15,1184.0,1238.9,1148.5,1188.0,1174.65,1196.1,273149,3267.14,9835, 62862,23.01,1369.75,2024-09-17,661.3,2024-03-28
GLOSTERLTD,EQ,2024-10-04,736.55,747.6,747.6,727.05,727.05,728.15,732.28,2501,18.31,407, 1538,61.5,940.05,2024-04-29,731.05,2024-10-03
GLS,EQ,2024-10-04,1126.85,1125.0,1185.0,1112.2,1141.15,1151.65,1142.46,302257,3453.15,14278, 116480,38.54,1335.1,2024-09-16,611.2,2023-10-26
GMBREW,EQ,2024-10-04,883.8,885.0,907.05,856.2,872.0,879.45,885.91,123652,1095.45,15451, 33174,26.83,1049.0,2024-09-17,464.04,2024-03-14
GMDCLTD,EQ,2024-10-04,346.9,347.0,348.85,333.0,333.7,334.1,339.23,1068451,3624.47,25715, 461315,43.18,506.0,2024-02-05,307.1,2023-11-07
GMMPFAUDLR,EQ,2024-10-04,1423.85,1420.0,1430.0,1378.85,1410.0,1411.35,1408.99,91735,1292.54,8733, 47113,51.36,1872.95,2023-10-04,1143.1,2024-06-05
GMRINFRA,EQ,2024-10-04,88.63,88.7,90.84,87.9,89.5,89.94,89.86,44536329,40019.0,67712, 14819593,33.28,103.75,2024-07-31,52.0,2023-10-26
GMRP&UI,EQ,2024-10-04,149.76,151.5,153.77,142.27,146.5,146.22,147.67,3351551,4949.27,19424, 1585617,47.31,169.25,2024-09-26,29.7,2023-10-26
GNA,EQ,2024-10-04,443.7,439.25,449.9,430.0,445.0,445.05,442.64,61785,273.49,1886, 34369,55.63,519.0,2024-01-10,357.2,2024-06-04
GNFC,EQ,2024-10-04,677.45,675.05,679.75,642.85,647.95,645.75,655.51,2345365,15374.02,66741, 922349,39.33,814.9,2024-01-04,590.25,2024-03-14
GOACARBON,EQ,2024-10-04,794.0,797.7,813.45,776.2,793.0,789.1,795.87,88989,708.23,4579, 27388,30.78,1009.0,2024-04-04,492.25,2023-10-26
GOCLCORP,EQ,2024-10-04,422.65,422.65,426.15,406.0,410.0,410.45,415.68,80095,332.94,3007, 38787,48.43,640.85,2023-10-27,330.0,2024-06-04
GOCOLORS,EQ,2024-10-04,1349.35,1342.0,1353.4,1301.1,1306.0,1314.85,1317.33,29772,392.2,4813, 12493,41.96,1407.8,2024-09-30,933.3,2024-05-03
GODFRYPHLP,EQ,2024-10-04,6596.2,6590.0,6890.35,6411.5,6660.45,6627.4,6720.1,154669,10393.91,36844, 23307,15.07,8480.0,2024-09-16,1992.1,2023-10-26
GODIGIT,EQ,2024-10-04,398.4,396.95,396.95,373.05,378.2,377.65,384.1,1081270,4153.17,41367, 233204,21.57,407.4,2024-09-04,278.55,2024-06-04
GODREJAGRO,EQ,2024-10-04,745.2,745.2,753.1,736.05,740.05,739.9,743.17,191622,1424.08,15794, 94329,49.23,876.7,2024-07-15,446.35,2023-10-26
GODREJCP,EQ,2024-10-04,1348.4,1348.0,1357.15,1333.1,1344.0,1343.25,1341.8,1760338,23620.17,92945, 1193924,67.82,1541.85,2024-09-11,959.8,2023-10-26
GODREJIND,EQ,2024-10-04,1116.45,1115.0,1130.1,1080.25,1114.0,1113.35,1108.21,285739,3166.6,22990, 76199,26.67,1314.0,2024-09-06,577.55,2023-10-04
GODREJPROP,EQ,2024-10-04,3071.15,3060.55,3060.55,2889.05,2893.1,2897.45,2960.0,1528880,45254.79,88975, 670454,43.85,3402.7,2024-07-16,1532.85,2023-10-04
GOKEX,EQ,2024-10-04,920.9,922.2,939.2,905.0,935.9,935.75,924.84,79197,732.44,7106, 45140,57.0,1128.0,2024-08-07,686.7,2024-03-13
GOKUL,EQ,2024-10-04,51.91,51.91,52.89,50.5,51.1,50.62,51.23,137744,70.57,1276, 62428,45.32,64.9,2024-01-23,33.5,2023-10-23
GOKULAGRO,EQ,2024-10-04,267.05,268.5,276.05,254.3,270.5,270.55,268.61,452452,1215.35,7483, 200720,44.36,337.7,2024-09-12,95.0,2024-03-13
GOLD1,EQ,2024-10-04,64.02,64.26,64.69,64.26,64.33,64.33,64.39,1160476,747.21,2131, 1070838,92.28,65.04,2024-10-01,48.15,2023-10-04
GOLDBEES,EQ,2024-10-04,63.69,63.58,64.38,63.58,64.0,63.99,64.03,15726483,10069.45,44870, 13719185,87.24,65.45,2024-10-01,48.1,2023-10-04
GOLDCASE,EQ,2024-10-04,12.08,12.23,12.23,12.07,12.14,12.1,12.13,1482712,179.84,1455, 1019649,68.77,12.78,2024-04-01,10.0,2024-03-01
GOLDETF,EQ,2024-10-04,74.53,75.29,75.29,72.73,74.9,74.83,74.85,450484,337.19,2485, 285955,63.48,82.0,2024-05-02,56.1,2023-10-04
GOLDETFADD,EQ,2024-10-04,74.64,74.28,75.1,74.28,74.95,74.94,74.96,67917,50.91,259, 63382,93.32,76.39,2024-10-03,56.45,2023-10-06
GOLDIAM,EQ,2024-10-04,337.3,337.0,349.95,325.4,339.8,338.6,340.92,685374,2336.57,12050, 273068,39.84,400.0,2024-09-16,120.25,2023-10-26
GOLDIETF,EQ,2024-10-04,65.68,66.57,66.57,65.68,65.91,65.94,66.0,3015232,1990.18,6285, 2836545,94.07,68.8,2024-10-03,52.75,2024-02-28
GOLDSHARE,EQ,2024-10-04,64.35,64.95,65.65,64.4,65.35,64.7,64.66,395648,255.82,1285, 353125,89.25,64.9,2024-10-03,48.15,2023-10-04
GOODLUCK,EQ,2024-10-04,1167.15,1169.9,1174.65,1107.35,1128.9,1116.6,1132.88,150548,1705.53,12036, 84351,56.03,1330.0,2024-09-17,613.05,2023-10-04
GOPAL,EQ,2024-10-04,403.4,403.4,408.45,387.35,398.8,398.3,400.1,432495,1730.41,12900, 177540,41.05,440.75,2024-09-27,301.05,2024-06-04
GOYALALUM,EQ,2024-10-04,10.18,10.02,10.5,9.81,10.1,10.07,10.11,351828,35.56,1757, 162640,46.23,12.4,2024-01-10,8.15,2023-11-03
GPIL,EQ,2024-10-04,1046.65,206.4,215.0,205.15,205.6,206.85,208.94,2124508,4439.05,40959, 913204,42.98,244.79,2024-07-16,114.57,2023-10-26
GPPL,EQ,2024-10-04,219.31,217.03,219.3,213.0,213.9,214.29,215.57,1160484,2501.69,29413, 425624,36.68,250.69,2024-08-13,116.25,2023-10-26
GPTHEALTH,EQ,2024-10-04,178.03,178.59,182.0,175.2,178.0,177.79,179.0,190185,340.43,3114, 82810,43.54,219.9,2024-02-29,128.7,2024-06-04
GRANULES,EQ,2024-10-04,595.45,595.0,599.0,560.0,570.1,569.75,577.33,5724290,33047.98,67659, 1978781,34.57,721.0,2024-08-30,318.95,2023-10-26
GRAPHITE,EQ,2024-10-04,577.65,578.8,583.35,562.05,574.0,576.4,575.46,1093015,6289.84,37138, 270684,24.76,709.4,2024-04-25,434.2,2023-10-26
GRASIM,EQ,2024-10-04,2766.15,2766.15,2788.8,2731.0,2753.95,2745.1,2758.59,708378,19541.24,54315, 425589,60.08,2877.75,2024-07-26,1828.05,2023-10-30
GRAVITA,EQ,2024-10-04,2309.05,2308.0,2424.25,2300.05,2386.0,2368.45,2372.35,267820,6353.62,30915, 69914,26.1,2700.0,2024-09-17,730.0,2024-03-13
GREAVESCOT,EQ,2024-10-04,176.53,175.84,177.5,168.15,170.0,170.2,173.14,2544634,4405.68,32555, 1054900,41.46,192.7,2024-09-18,112.05,2024-06-04
GREENLAM,EQ,2024-10-04,495.8,499.75,516.6,492.55,516.35,514.1,506.74,41218,208.87,2212, 23974,58.16,662.0,2024-05-27,389.5,2023-10-05
GREENPANEL,EQ,2024-10-04,394.7,394.7,401.35,379.45,385.25,389.1,394.04,286484,1128.87,18430, 128517,44.86,449.9,2024-01-05,267.95,2024-06-04
GREENPLY,EQ,2024-10-04,380.2,377.1,381.8,366.55,373.5,373.0,375.61,164253,616.95,10554, 67835,41.3,411.95,2024-08-21,148.85,2023-10-26
GREENPOWER,EQ,2024-10-04,20.42,20.35,21.0,19.81,20.27,20.18,20.38,12257369,2497.81,22534, 4451104,36.31,31.9,2024-02-08,11.16,2023-10-26
GRINDWELL,EQ,2024-10-04,2420.1,2420.1,2469.95,2395.0,2413.0,2441.15,2406.67,185684,4468.81,11011, 161835,87.16,2960.0,2024-07-04,1875.2,2024-03-19
GRINFRA,EQ,2024-10-04,1688.8,1680.05,1721.95,1647.35,1680.0,1682.25,1691.79,25995,439.78,5933, 8956,34.45,1860.0,2024-06-26,1024.95,2023-11-30
GRMOVER,EQ,2024-10-04,247.5,248.0,248.95,238.4,242.0,240.95,243.74,152226,371.04,3249, 57879,38.02,289.0,2024-09-19,113.0,2024-03-13
GROBTEA,EQ,2024-10-04,1273.6,1335.0,1515.15,1335.0,1411.15,1456.25,1458.66,151152,2204.8,11549, 17847,11.81,1273.6,2024-10-03,745.55,2024-06-04
GROWWEV,EQ,2024-10-04,34.27,34.37,34.5,33.5,34.0,33.99,33.99,1371691,466.23,9928, 1079553,78.7,36.06,2024-09-30,32.51,2024-08-23
GROWWLIQID,EQ,2024-10-04,100.23,103.0,103.0,100.28,100.29,100.29,100.3,102551,102.86,1637, 82858,80.8,104.72,2024-10-03,98.0,2024-09-26
GRSE,EQ,2024-10-04,1658.4,1658.4,1697.0,1597.45,1661.9,1659.65,1654.33,1207497,19976.02,69113, 274908,22.77,2833.8,2024-07-05,648.3,2023-10-26
GRWRHITECH,EQ,2024-10-04,3806.75,3806.0,3920.95,3659.95,3785.5,3792.0,3802.87,85774,3261.87,9695, 23463,27.35,3994.95,2024-09-30,1270.0,2023-10-26
GSEC10ABSL,EQ,2024-10-04,102.4,102.0,102.0,102.0,102.0,102.0,102.0,4,0.0,2, 4,100.0,119.76,2024-08-19,99.8,2024-08-30
GSEC10IETF,EQ,2024-10-04,240.92,240.91,242.04,240.0,242.04,242.04,241.69,8949,21.63,25, 8933,99.82,249.7,2024-07-29,216.2,2023-10-11
GSEC10YEAR,EQ,2024-10-04,27.23,27.25,27.3,27.0,27.19,27.19,27.01,3842,1.04,19, 3793,98.72,29.8,2024-02-06,23.69,2024-04-19
GSEC5IETF,EQ,2024-10-04,58.35,58.19,58.34,58.18,58.32,58.31,58.21,9365,5.45,25, 8127,86.78,66.0,2024-10-01,52.75,2023-10-09
GSFC,EQ,2024-10-04,217.85,218.79,218.99,211.1,213.78,213.72,214.17,1822726,3903.82,32333, 702301,38.53,322.25,2024-01-23,166.2,2023-10-09
GSLSU,EQ,2024-10-04,203.34,204.79,208.7,197.0,202.9,200.37,201.41,173359,349.16,3688, 72182,41.64,333.0,2024-02-07,168.8,2024-08-16
GSPL,EQ,2024-10-04,421.9,422.85,432.75,415.2,426.8,428.35,427.98,1791294,7666.44,32607, 649080,36.24,469.7,2024-09-02,254.5,2023-11-01
GSS,EQ,2024-10-04,78.6,81.4,81.4,77.02,78.0,77.65,78.45,109101,85.59,1607, 71408,65.45,220.0,2023-10-05,68.17,2024-09-26
GTL,EQ,2024-10-04,12.76,12.78,12.82,11.87,12.05,12.05,12.2,2393918,291.96,5149, 1308820,54.67,19.45,2024-01-10,6.85,2023-10-26
GTLINFRA,EQ,2024-10-04,2.35,2.36,2.4,2.31,2.32,2.31,2.34,73809417,1726.3,39061, 31274569,42.37,4.33,2024-07-08,0.85,2023-10-27
GTPL,EQ,2024-10-04,170.51,170.0,170.7,166.0,168.0,168.25,168.44,77197,130.03,1150, 54946,71.18,217.8,2024-01-10,148.2,2023-10-26
GUFICBIO,EQ,2024-10-04,382.75,384.7,389.0,372.55,381.9,379.8,380.97,62591,238.45,1902, 34736,55.5,434.0,2024-09-11,237.35,2023-10-26
GUJALKALI,EQ,2024-10-04,818.2,822.3,829.0,806.35,812.0,811.05,815.28,68257,556.48,5154, 28062,41.11,869.3,2024-09-17,645.0,2024-06-04
GUJGASLTD,EQ,2024-10-04,609.55,609.55,627.0,606.0,615.0,616.45,617.74,1752323,10824.76,44934, 473034,26.99,689.95,2024-09-02,397.05,2023-10-26
GUJRAFFIA,EQ,2024-10-04,45.98,45.99,46.65,45.08,46.64,45.86,45.95,6260,2.88,189, 3715,59.35,63.4,2024-01-01,30.8,2023-10-31
GULFOILLUB,EQ,2024-10-04,1364.0,1363.95,1368.35,1294.75,1329.9,1326.65,1329.06,152641,2028.69,16130, 78510,51.43,1513.55,2024-09-03,522.05,2023-10-10
GULFPETRO,EQ,2024-10-04,78.48,79.3,82.0,77.0,81.9,80.11,79.36,447263,354.94,3569, 162467,36.32,93.48,2024-09-18,48.5,2023-12-21
GULPOLY,EQ,2024-10-04,226.36,226.4,228.72,215.1,218.3,219.62,221.34,198140,438.56,5258, 100050,50.49,263.52,2024-09-17,159.9,2024-03-14
GVPTECH,EQ,2024-10-04,12.53,12.91,13.06,12.53,12.66,12.72,12.78,64636,8.26,400, 46422,71.82,16.65,2024-06-07,9.85,2023-12-05
HAL,EQ,2024-10-04,4267.45,4260.0,4334.35,4200.0,4268.0,4256.65,4275.35,1374135,58749.13,119558, 462068,33.63,5674.75,2024-07-09,1767.8,2023-10-26
HAPPSTMNDS,EQ,2024-10-04,797.4,792.0,809.95,785.1,800.75,800.6,802.06,515176,4132.04,35227, 248717,48.28,961.0,2024-01-15,741.0,2024-03-28
HAPPYFORGE,EQ,2024-10-04,1182.55,1165.0,1187.8,1152.0,1181.0,1176.95,1169.87,18080,211.51,2127, 10390,57.47,1299.95,2024-07-04,813.2,2024-03-18
HARDWYN,EQ,2024-10-04,38.55,38.99,39.93,38.4,38.86,38.76,39.21,497783,195.19,2733, 180515,36.26,52.0,2024-01-15,26.0,2024-06-05
HARIOMPIPE,EQ,2024-10-04,714.4,721.55,728.75,701.3,715.7,713.6,715.57,55943,400.31,3567, 18792,33.59,888.75,2024-08-29,440.05,2024-03-14
HARSHA,EQ,2024-10-04,507.55,507.55,515.2,498.0,502.45,503.25,507.67,35352,179.47,2552, 17276,48.87,613.85,2024-07-08,360.1,2024-03-27
HATHWAY,EQ,2024-10-04,20.25,20.24,20.35,19.95,20.07,20.04,20.15,3279827,660.75,10092, 1478603,45.08,27.95,2024-02-06,17.0,2023-10-26
HATSUN,EQ,2024-10-04,1141.9,1131.1,1161.9,1120.65,1153.0,1136.3,1142.89,17595,201.09,2548, 9023,51.28,1400.0,2024-07-16,959.95,2024-06-04
HAVELLS,EQ,2024-10-04,1972.9,1968.95,1983.55,1928.9,1936.0,1934.45,1955.83,1379482,26980.38,53199, 973028,70.54,2106.0,2024-09-23,1232.85,2023-11-01
HAVISHA,EQ,2024-10-04,2.15,2.2,2.27,2.15,2.2,2.23,2.21,128304,2.84,261, 83709,65.24,3.65,2024-01-08,1.65,2023-11-06
HBLPOWER,EQ,2024-10-04,640.65,642.95,646.7,620.05,623.0,622.95,631.25,1486374,9382.68,50294, 454485,30.58,724.0,2024-08-26,254.4,2023-10-26
HCC,EQ,2024-10-04,41.87,41.8,42.37,40.05,40.48,40.33,40.75,15611886,6361.37,35073, 7576570,48.53,57.5,2024-07-26,22.69,2023-10-26
HCG,EQ,2024-10-04,413.05,428.0,440.9,416.6,430.0,430.05,429.88,1955880,8407.85,18495, 1397802,71.47,430.85,2024-09-27,314.0,2024-03-14
HCL-INSYS,EQ,2024-10-04,20.59,20.95,20.95,19.56,19.65,19.6,20.0,1263034,252.55,3945, 731432,57.91,26.4,2024-01-31,13.95,2024-03-12
HCLTECH,EQ,2024-10-04,1778.55,1778.0,1807.9,1767.25,1782.25,1776.6,1787.14,2982759,53306.11,148375, 1318267,44.2,1828.55,2024-09-27,1208.55,2023-10-13
HDFCAMC,EQ,2024-10-04,4225.65,4225.0,4289.65,4184.65,4219.65,4219.45,4236.55,285684,12103.14,34325, 158086,55.34,4546.2,2024-09-05,2618.0,2023-10-04
HDFCBANK,EQ,2024-10-04,1682.0,1674.5,1690.65,1653.0,1661.25,1657.65,1673.77,24341616,407421.81,419392, 13673903,56.18,1794.0,2024-07-03,1363.55,2024-02-14
HDFCBSE500,EQ,2024-10-04,38.19,38.38,38.38,37.5,37.59,37.8,38.03,74553,28.35,661, 62616,83.99,44.4,2024-07-18,26.0,2023-10-26
HDFCGOLD,EQ,2024-10-04,65.57,67.55,67.55,65.73,65.85,65.88,65.92,1738815,1146.26,3216, 1444498,83.07,67.45,2024-09-30,49.5,2023-10-04
HDFCGROWTH,EQ,2024-10-04,131.3,131.29,131.7,129.1,129.85,129.63,130.27,11689,15.23,325, 5818,49.77,147.0,2024-07-26,96.54,2023-10-26
HDFCLIFE,EQ,2024-10-04,702.25,702.25,713.5,701.55,709.3,708.8,707.37,2616851,18510.79,60737, 1599718,61.13,761.2,2024-09-03,511.4,2024-06-04
HDFCLIQUID,EQ,2024-10-04,999.99,999.99,1000.01,999.99,1000.01,1000.01,999.99,342,3.42,8, 316,92.4,1020.0,2023-12-11,980.0,2023-12-22
HDFCLOWVOL,EQ,2024-10-04,21.59,21.59,21.89,20.94,21.31,21.3,21.18,145534,30.82,575, 117290,80.59,22.25,2024-09-30,13.0,2023-10-23
HDFCMID150,EQ,2024-10-04,22.41,22.42,22.59,21.81,22.26,22.16,22.12,823172,182.1,7819, 615086,74.72,23.65,2024-10-03,14.17,2023-10-27
HDFCMOMENT,EQ,2024-10-04,37.49,37.99,37.99,36.53,37.0,37.01,36.99,491144,181.67,4290, 350582,71.38,39.5,2024-09-30,21.75,2023-10-26
HDFCNEXT50,EQ,2024-10-04,78.95,78.9,79.48,75.38,77.51,77.17,76.23,607656,463.19,6890, 433733,71.38,88.0,2024-10-03,42.9,2023-10-26
HDFCNIF100,EQ,2024-10-04,27.31,27.31,27.31,26.56,26.8,26.95,26.81,221855,59.49,1186, 162779,73.37,28.7,2024-09-30,18.91,2023-10-26
HDFCNIFBAN,EQ,2024-10-04,53.15,53.47,53.49,52.45,52.7,52.61,52.86,49378,26.1,973, 39320,79.63,56.3,2024-09-23,42.66,2023-10-26
HDFCNIFIT,EQ,2024-10-04,42.89,43.0,43.78,42.79,43.1,42.95,43.41,28758,12.48,262, 20708,72.01,47.4,2024-08-14,30.57,2023-10-26
HDFCNIFTY,EQ,2024-10-04,283.59,283.1,283.1,276.04,276.4,276.78,278.57,350677,976.89,3036, 244264,69.65,292.45,2024-09-23,206.3,2023-10-26
